,word,true,pred
1124,hi,O,O
1125,schuldech,O,O
1126,es,O,O
1127,te,O,O
1128,sente,B-DATE,B-DATE
1129,martinsmesse,I-DATE,I-DATE
1130,schelt,O,O
1131,hi,O,O
1132,hem,O,O
1133,oec,O,O
1134,quite,O,O
1135,jt,O,O
1136,den,O,O
1137,coste,O,O
1138,mits,O,O
1139,den,O,O
1140,xij,B-MONEY,B-MONEY
1141,sc,I-MONEY,I-MONEY
1142,par,I-MONEY,I-MONEY
1143,die,O,O
1144,hi,O,O
1145,he,O,O
1146,schuldech,O,O
1147,es,O,O
1148,xxiiij,B-MONEY,B-MONEY
1149,sc,I-MONEY,I-MONEY
1150,par,I-MONEY,I-MONEY
1151,jte,O,O
1152,so,O,O
1153,gheeft,O,O
1154,gheer,B-PERS,B-PERS
1155,vors,O,O
1156,grielkine,B-PERS,B-PERS
1157,zijns,O,O
1158,zoens,O,O
1159,bastaerde,O,B-PERS
1160,docht,O,O
1161,xviij,B-MONEY,B-MONEY
1162,lib,I-MONEY,I-MONEY
1163,par,I-MONEY,I-MONEY
1164,jt,O,O
1165,gheeft,O,O
1166,gheer,B-PERS,B-PERS
1167,vors,O,O
1168,boidine,B-PERS,B-PERS
1169,en,O,O
1170,arekine,B-PERS,B-PERS
1171,dreete,I-PERS,O
1172,elken,O,O
1173,iij,B-MONEY,B-MONEY
1174,sc,I-MONEY,I-MONEY
1175,gro,I-MONEY,I-MONEY
1176,jt,O,O
1177,gheenine,B-PERS,O
1178,sine,O,O
1179,petrin,O,O
1180,vj,B-MONEY,B-MONEY
1181,sc,I-MONEY,I-MONEY
1182,gro,I-MONEY,I-MONEY
1183,en,O,O
1184,oec,O,O
1185,wilt,O,O
1186,gheer,B-PERS,B-PERS
1187,vors,O,O
1188,vondemer,O,O
1189,mee,O,O
1190,schulde,O,B-LOC
1191,die,O,O
1192,me,O,O
1193,redenlike,O,O
1194,toeghen,O,O
1195,mochte,O,O
1196,dat,O,O
1197,me,O,O
1198,die,O,O
1199,golde,O,O
1200,met,O,O
1201,sine,O,O
1202,goede,O,O
1203,jn,O,O
1204,kenessen,O,O
1205,der,O,O
1206,waerheden,O,O
1207,so,O,O
1208,hebben,O,O
1209,wij,O,O
1210,arent,B-PERS,B-PERS
1211,cabeliau,I-PERS,I-PERS
1212,f,B-PERS,O
1213,mer,I-PERS,O
1214,jans,I-PERS,B-PERS
1215,fransois,B-PERS,I-PERS
1216,crupeninc,I-PERS,O
1217,en,O,O
1218,lodewijc,B-PERS,B-PERS
1219,vande,I-PERS,I-PERS
1220,hecke,I-PERS,I-PERS
1221,alse,O,O
1222,schepene,O,O
1223,in,O,O
1224,audenaerde,B-LOC,B-LOC
1225,de,O,O
1226,transscrifte,O,O
1227,van,O,O
1228,deser,O,O
1229,pnter,O,O
1230,ordinanchen,O,O
1231,bezeghelt,O,O
1232,elc,O,O
1233,onser,O,O
1234,met,O,O
1235,sine,O,O
1236,ppren,O,O
1237,zegle,O,O
1238,vte,O,O
1239,hanghende,O,O
1240,dit,O,O
1241,was,O,O
1242,ghedaen,O,O
1243,int,O,O
1244,jaer,O,O
1245,ons,O,O
1246,heen,O,O
1247,als,O,O
1248,me,O,O
1249,screef,O,O
1250,xiijc,B-DATE,B-DATE
1251,en,I-DATE,I-DATE
1252,xcij,I-DATE,I-DATE
1253,den,I-DATE,I-DATE
1254,xxviijsten,I-DATE,I-DATE
1255,dach,I-DATE,I-DATE
1256,van,I-DATE,I-DATE
1257,septembre,I-DATE,I-DATE
1258,wij,O,O
1259,france,B-PERS,B-PERS
1260,slingher,I-PERS,I-PERS
1261,en,O,O
1262,wout,B-PERS,B-PERS
1263,va,I-PERS,I-PERS
1264,den,I-PERS,I-PERS
1265,pitte,I-PERS,I-PERS
1266,jn,O,O
1267,deise,O,O
1268,tijt,O,O
1269,vogden,O,O
1270,en,O,O
1271,jn,O,O
1272,de,O,O
1273,name,O,O
1274,va,O,O
1275,de,O,O
1276,heilijchen,O,O
1277,gheest,O,O
1278,va,O,O
1279,ypre,B-LOC,B-LOC
1280,doen,O,O
1281,te,O,O
1282,weitene,O,O
1283,alle,O,O
1284,lieden,O,O
1285,dat,O,O
1286,wij,O,O
1287,ou,O,O
1288,ons,O,O
1289,en,O,O
1290,ou,O,O
1291,onse,O,O
1292,nacomers,O,O
1293,vogden,O,O
1294,va,O,O
1295,de,O,O
1296,heilijche,O,O
1297,gheest,O,O
1298,voors,O,O
1299,kennen,O,O
1300,dat,O,O
1301,wij,O,O
1302,scoudich,O,O
1303,zijn,O,O
1304,den,O,O
1305,aermen,O,O
1306,wedewaren,O,O
1307,viere,B-MONEY,B-MONEY
1308,scell,I-MONEY,I-MONEY
1309,paris,I-MONEY,I-MONEY
1310,den,O,O
1311,gasthuse,O,O
1312,va,O,O
1313,nasareth,B-LOC,B-LOC
1314,iij,B-MONEY,B-MONEY
1315,sc,I-MONEY,I-MONEY
1316,par,I-MONEY,I-MONEY
1317,eruel,O,O
1318,rete,O,O
1319,siaers,O,O
1320,de,O,O
1321,welke,O,O
1322,wij,O,O
1323,heleide,O,O
1324,zijn,O,O
1325,scoudich,O,O
1326,en,O,O
1327,beloue,O,O
1328,te,O,O
1329,betaelne,O,O
1330,alle,O,O
1331,jare,O,O
1332,telke,O,O
1333,sinte,B-DATE,B-DATE
1334,bamesse,I-DATE,I-DATE
1335,en,O,O
1336,dit,O,O
1337,comende,O,O
1338,en,O,O
1339,sprutende,O,O
1340,vte,O,O
1341,cause,O,O
1342,va,O,O
1343,ene,O,O
1344,halme,O,O
1345,va,O,O
1346,xxxij,O,B-MONEY
1347,d,O,I-MONEY
1348,eruel,O,O
1349,siaers,O,O
1350,die,O,O
1351,piet,B-PERS,B-PERS
1352,de,I-PERS,I-PERS
1353,nay,I-PERS,I-PERS
1354,en,O,O
1355,jhan,B-PERS,B-PERS
1356,va,I-PERS,I-PERS
1357,paskendale,I-PERS,I-PERS
1358,als,O,O
1359,aeldijnghen,O,O
1360,va,O,O
1361,jacoppe,B-PERS,B-PERS
1362,va,I-PERS,I-PERS
1363,der,I-PERS,I-PERS
1364,cruce,I-PERS,I-PERS
1365,vp,O,O
1366,ghedraghen,O,O
1367,hebben,O,O
1368,onsleiden,O,O
1369,jn,O,O
1370,de,O,O
1371,name,O,O
1372,va,O,O
1373,de,O,O
1374,heilghe,O,O
1375,gheest,O,O
1376,voors,O,O
1377,ome,O,O
1378,te,O,O
1379,deelne,O,O
1380,en,O,O
1381,te,O,O
1382,distribueirne,O,O
1383,jn,O,O
1384,diuschen,O,O
1385,pcheele,O,B-PERS
1386,bin,O,O
1387,der,O,O
1388,steide,O,O
1389,va,O,O
1390,ypre,B-LOC,B-LOC
1391,also,O,O
1392,en,O,O
1393,jn,O,O
1394,der,O,O
1395,manien,O,O
1396,dat,O,O
1397,de,O,O
1398,brief,O,O
1399,der,O,O
1400,vp,O,O
1401,ghemaect,O,O
1402,en,O,O
1403,ghezeghelt,O,O
1404,mette,O,O
1405,zegle,O,O
1406,va,O,O
1407,pietren,B-PERS,B-PERS
1408,en,O,O
1409,jhanne,B-PERS,B-PERS
1410,voors,O,O
1411,mentioen,O,O
1412,make,O,O
1413,den,O,O
1414,welke,O,O
1415,wij,O,O
1416,tonswot,O,O
1417,hebbe,O,O
1418,ghedae,O,O
1419,jnt,O,O
1420,jaer,O,O
1421,ons,O,O
1422,heren,O,O
1423,m,B-DATE,B-DATE
1424,ccc,I-DATE,I-DATE
1425,iiiixx,I-DATE,I-DATE
1426,en,I-DATE,I-DATE
1427,zestiene,I-DATE,I-DATE
1428,des,I-DATE,I-DATE
1429,maendaghes,I-DATE,I-DATE
1430,jn,I-DATE,I-DATE
1431,de,I-DATE,I-DATE
1432,paesschedaghe,I-DATE,I-DATE
1433,derde,I-DATE,I-DATE
1434,dach,I-DATE,I-DATE
1435,jn,I-DATE,I-DATE
1436,april,I-DATE,I-DATE
1437,wij,O,O
1438,zuster,O,O
1439,beatrice,B-PERS,B-PERS
1440,van,I-PERS,I-PERS
1441,der,I-PERS,I-PERS
1442,asselt,I-PERS,I-PERS
1443,prieuse,O,O
1444,van,O,O
1445,den,O,O
1446,hospitale,O,O
1447,onser,B-PERS,O
1448,vrouwen,I-PERS,O
1449,van,O,O
1450,audenaerde,B-LOC,B-LOC
1451,ende,O,O
1452,zustren,O,O
1453,en,O,O
1454,broeders,O,O
1455,van,O,O
1456,den,O,O
1457,zeluen,O,O
1458,hospitale,O,O
1459,doen,O,O
1460,te,O,O
1461,wetene,O,O
1462,allen,O,O
1463,lieden,O,O
1464,dat,O,O
1465,wij,O,O
1466,hebben,O,O
1467,ghegheuen,O,O
1468,jn,O,O
1469,loeyalen,O,O
1470,pachte,O,O
1471,pietre,B-PERS,O
1472,den,I-PERS,O
1473,cupre,I-PERS,B-LOC
1474,de,O,O
1475,erue,O,O
1476,die,O,O
1477,wij,O,O
1478,hebben,O,O
1479,ligghende,O,O
1480,jn,O,O
1481,de,O,O
1482,poert,O,O
1483,van,O,O
1484,audenaerde,B-LOC,B-LOC
1485,jeghen,O,O
1486,sente,B-LOC,O
1487,amants,I-LOC,O
1488,capelle,I-LOC,O
1489,oestwert,O,B-LOC
1490,daer,O,O
1491,wilen,O,O
1492,op,O,O
1493,woende,O,O
1494,wouter,B-PERS,B-PERS
1495,van,I-PERS,I-PERS
1496,der,I-PERS,I-PERS
1497,haghe,I-PERS,I-PERS
1498,teenen,O,O
1499,termine,O,O
1500,van,O,O
1501,viere,O,O
1502,waruen,O,O
1503,lxxix,O,O
1504,jaren,O,O
1505,achter,O,O
1506,een,O,O
1507,duerende,O,O
1508,van,O,O
1509,kersauonde,B-DATE,B-DATE
1510,jnt,O,O
1511,jaer,O,O
1512,dertienhondert,B-DATE,B-DATE
1513,twe,I-DATE,I-DATE
1514,en,I-DATE,I-DATE
1515,zestich,I-DATE,I-DATE
1516,omme,O,I-DATE
1517,drie,B-MONEY,B-MONEY
1518,pont,I-MONEY,I-MONEY
1519,paris,I-MONEY,I-MONEY
1520,elx,O,O
1521,siaers,O,O
1522,alsulke,O,O
1523,paris,O,O
1524,alse,O,O
1525,de,O,O
1526,heeren,O,O
1527,van,O,O
1528,den,O,O
1529,lande,O,O
1530,jaerlex,O,O
1531,ontfaen,O,O
1532,zelen,O,O
1533,van,O,O
1534,haren,O,O
1535,renten,O,O
1536,ten,O,O
1537,daghen,O,O
1538,dat,O,O
1539,dese,O,O
1540,pacht,O,O
1541,valt,O,O
1542,te,O,O
1543,gheldene,O,O
1544,deen,O,O
1545,heelt,O,O
1546,van,O,O
1547,den,O,O
1548,eerste,O,O
1549,pachte,O,O
1550,te,O,O
1551,kersauonde,B-DATE,B-DATE
1552,jnt,O,O
1553,jaer,O,O
1554,dusentech,B-DATE,B-DATE
1555,driehondert,I-DATE,I-DATE
1556,drie,I-DATE,I-DATE
1557,en,I-DATE,I-DATE
1558,zestech,I-DATE,I-DATE
1559,en,O,I-DATE
1560,dandre,O,I-DATE
1561,heelt,O,I-DATE
1562,te,O,I-DATE
1563,sente,B-DATE,I-DATE
1564,jansmesse,I-DATE,I-DATE
1565,daer,O,O
1566,naest,O,O
1567,commende,O,O
1568,en,O,O
1569,alsoe,O,O
1570,voert,O,O
1571,te,O,O
1572,gheldene,O,O
1573,van,O,O
1574,jare,O,O
1575,te,O,O
1576,jare,O,O
1577,den,O,O
1578,vors,O,O
1579,termijn,O,O
1580,duerende,O,O
1581,voert,O,O
1582,so,O,O
1583,vant,O,O
1584,piet,B-PERS,B-PERS
1585,vors,O,O
1586,op,O,O
1587,dese,O,O
1588,vorseide,O,O
1589,erue,O,O
1590,een,O,O
1591,huus,O,O
1592,en,O,O
1593,cateyle,O,O
1594,dwelke,O,O
1595,huus,O,O
1596,en,O,O
1597,cateyle,O,O
1598,hi,O,O
1599,cochte,O,O
1600,jeghen,O,O
1601,ons,O,O
1602,ome,O,O
1603,tiene,B-MONEY,B-MONEY
1604,pont,I-MONEY,I-MONEY
1605,gro,I-MONEY,I-MONEY
1606,dewelke,O,I-MONEY
1607,tiene,B-MONEY,I-MONEY
1608,pont,I-MONEY,I-MONEY
1609,gro,I-MONEY,I-MONEY
1610,vors,O,I-MONEY
1611,de,O,I-MONEY
1612,vors,O,I-MONEY
1613,piet,B-PERS,B-PERS
1614,ons,O,O
1615,heeft,O,O
1616,wel,O,O
1617,en,O,O
1618,soffisantelic,O,O
1619,betaelt,O,O
1620,waer,O,O
1621,af,O,O
1622,wij,O,O
1623,ons,O,O
1624,hauden,O,O
1625,wel,O,O
1626,ghepaeyt,O,O
1627,en,O,O
1628,vernoucht,O,O
1629,en,O,O
1630,hebben,O,O
1631,der,O,O
1632,af,O,O
1633,quiteghescolden,O,O
1634,en,O,O
1635,scelden,O,O
1636,quite,O,O
1637,den,O,O
1638,vors,O,O
1639,pietre,B-PERS,O
1640,zinen,O,O
1641,nacommers,O,O
1642,en,O,O
1643,allen,O,O
1644,den,O,O
1645,ghenen,O,O
1646,daer,O,O
1647,quitesceldinghe,O,O
1648,der,O,O
1649,af,O,O
1650,toebehoert,O,O
1651,ende,O,O
1652,in,O,O
1653,manieren,O,O
1654,dat,O,O
1655,de,O,O
1656,vorseide,O,O
1657,piet,B-PERS,B-PERS
1658,en,O,O
1659,zine,O,O
1660,nacomers,O,O
1661,zelen,O,O
1662,moeten,O,O
1663,hauden,O,O
1664,staende,O,O
1665,tvorseide,O,O
1666,huus,O,O
1667,en,O,O
1668,cateyle,O,O
1669,op,O,O
1670,derue,O,O
1671,vors,O,O
1672,te,O,O
1673,haer,O,O
1674,lieder,O,O
1675,profite,O,O
1676,al,O,O
1677,den,O,O
1678,vors,O,O
1679,termijn,O,O
1680,duerende,O,O
1681,dwelke,O,O
1682,huus,O,O
1683,en,O,O
1684,cateyle,O,O
1685,zijn,O,O
1686,altoes,O,O
1687,pant,O,O
1688,ome,O,O
1689,ons,O,O
1690,en,O,O
1691,onser,O,B-DATE
1692,nacommers,O,I-DATE
1693,der,O,I-DATE
1694,an,O,I-DATE
1695,te,O,I-DATE
1696,verhaelne,O,I-DATE
1697,den,O,I-DATE
1698,vors,O,I-DATE
1699,pacht,O,I-DATE
1700,ende,O,I-DATE
1701,tvorseide,O,I-DATE
1702,huus,O,O
1703,en,O,O
1704,alle,O,O
1705,dandre,O,O
1706,cateyle,O,O
1707,die,O,O
1708,wesen,O,O
1709,zullen,O,O
1710,op,O,O
1711,derue,O,O
1712,vors,O,O
1713,ten,O,O
1714,ende,O,O
1715,van,O,O
1716,den,O,O
1717,vors,O,O
1718,termine,O,O
1719,die,O,O
1720,zelen,O,O
1721,wij,O,O
1722,moeten,O,O
1723,hebben,O,O
1724,bi,O,O
1725,prise,O,O
1726,van,O,O
1727,goeden,O,O
1728,lieden,O,O
1729,ghelike,O,O
1730,dat,O,O
1731,zij,O,O
1732,ter,O,O
1733,erden,O,O
1734,laghen,O,O
1735,ende,O,O
1736,omme,O,O
1737,dat,O,O
1738,wij,O,O
1739,vorseide,O,O
1740,prieuse,O,O
1741,zustren,O,O
1742,en,O,O
1743,broeders,O,O
1744,willen,O,O
1745,dat,O,O
1746,alle,O,O
1747,dese,O,O
1748,vorseide,O,O
1749,dinghen,O,O
1750,bliuen,O,O
1751,goet,O,O
1752,vaste,O,O
1753,ghestade,O,O
1754,en,O,O
1755,wel,O,O
1756,ghehouden,O,O
1757,van,O,O
1758,ons,O,O
1759,en,O,O
1760,van,O,O
1761,onsen,O,O
1762,nacommers,O,O
1763,so,O,O
1764,hebben,O,O
1765,wij,O,O
1766,jn,O,O
1767,kennessen,O,O
1768,der,O,O
1769,waerheden,O,O
1770,dese,O,O
1771,jeghenwordeghe,O,O
1772,lettren,O,O
1773,gheseghelt,O,O
1774,metten,O,O
1775,ghemeenen,O,O
1776,zeghele,O,O
1777,ons,O,O
1778,conuents,O,O
1779,huuthanghende,O,O
1780,dit,O,O
1781,was,O,O
1782,ghedaen,O,O
1783,jnt,O,O
1784,jaer,O,O
1785,ons,O,O
1786,heeren,O,O
1787,dusentech,B-DATE,B-DATE
1788,driehondert,I-DATE,I-DATE
1789,een,I-DATE,I-DATE
1790,ende,I-DATE,I-DATE
1791,zestech,I-DATE,I-DATE
1792,lxiij,I-DATE,I-DATE
1793,de,I-DATE,I-DATE
1794,xxvijste,I-DATE,I-DATE
1795,dach,I-DATE,I-DATE
1796,va,I-DATE,I-DATE
1797,hoeymaent,I-DATE,I-DATE
1798,kenlijc,O,O
1799,zij,O,O
1800,allen,O,O
1801,lieden,O,O
1802,dat,O,O
1803,jan,B-PERS,B-PERS
1804,van,I-PERS,I-PERS
1805,d,I-PERS,I-PERS
1806,haghe,I-PERS,I-PERS
1807,wauts,B-PERS,B-PERS
1808,van,I-PERS,I-PERS
1809,der,I-PERS,I-PERS
1810,haghe,I-PERS,I-PERS
1811,zone,O,O
1812,was,O,O
1813,en,O,O
1814,marie,B-PERS,B-PERS
1815,van,I-PERS,I-PERS
1816,auteghem,I-PERS,I-PERS
1817,vor,O,O
1818,wetteleken,O,O
1819,huweleke,O,O
1820,en,O,O
1821,in,O,O
1822,vorme,O,O
1823,va,O,O
1824,wetteleke,O,O
1825,huweleke,O,O
1826,hebben,O,O
1827,elc,O,O
1828,andre,O,O
1829,ghegheue,O,O
1830,en,O,O
1831,op,O,O
1832,gheue,O,O
1833,en,O,O
1834,draghen,O,O
1835,wetteleke,O,O
1836,bj,O,O
1837,voeghde,O,O
1838,elc,O,O
1839,op,O,O
1840,andren,O,O
1841,ghelijc,O,O
1842,en,O,O
1843,in,O,O
1844,al,O,O
1845,d,O,O
1846,manier,O,O
1847,dat,O,O
1848,hier,O,O
1849,naer,O,O
1850,vclaert,O,O
1851,staet,O,O
1852,dats,O,O
1853,te,O,O
1854,wetene,O,O
1855,gheuielt,O,O
1856,dat,O,O
1857,jan,B-PERS,B-PERS
1858,vors,O,O
1859,eer,O,O
1860,voere,O,O
1861,van,O,O
1862,liue,O,O
1863,t,O,O
1864,doet,O,O
1865,dan,O,O
1866,marie,B-PERS,B-PERS
1867,vors,O,O
1868,dat,O,O
1869,dan,O,O
1870,marie,B-PERS,B-PERS
1871,vors,O,O
1872,soude,O,O
1873,bliuen,O,O
1874,behaudende,O,O
1875,en,O,O
1876,bezittende,O,O
1877,alt,O,O
1878,tgoed,O,O
1879,herue,O,O
1880,en,O,O
1881,catteyle,O,O
1882,hoe,O,O
1883,en,O,O
1884,waert,O,O
1885,gheleghe,O,O
1886,soude,O,O
1887,zijn,O,O
1888,waert,O,O
1889,binne,O,O
1890,d,O,O
1891,vrijh,O,O
1892,van,O,O
1893,auden,B-LOC,B-LOC
1894,ofte,O,O
1895,d,O,O
1896,bute,O,O
1897,dat,O,O
1898,zij,O,O
1899,te,O,O
1900,gader,O,O
1901,bezete,O,O
1902,zoude,O,O
1903,hebbe,O,O
1904,niet,O,O
1905,vte,O,O
1906,ghezondert,O,O
1907,haer,O,O
1908,leue,O,O
1909,lanc,O,O
1910,alle,O,O
1911,de,O,O
1912,bladinghe,O,O
1913,der,O,O
1914,af,O,O
1915,hare,O,O
1916,te,O,O
1917,hebbene,O,O
1918,en,O,O
1919,d,O,O
1920,ghelike,O,O
1921,in,O,O
1922,aldzeluer,O,O
1923,manier,O,O
1924,gheuiet,O,O
1925,dat,O,O
1926,marie,B-PERS,B-PERS
1927,vors,O,O
1928,eer,O,O
1929,voere,O,O
1930,van,O,O
1931,liue,O,O
1932,t,O,O
1933,doet,O,O
1934,dan,O,O
1935,jan,B-PERS,B-PERS
1936,vors,O,O
1937,dat,O,O
1938,dan,O,O
1939,jan,B-PERS,B-PERS
1940,vors,O,O
1941,soude,O,O
1942,moete,O,O
1943,bliue,O,O
1944,behaudende,O,O
1945,en,O,O
1946,bezittende,O,O
1947,alt,O,O
1948,tgoed,O,O
1949,herue,O,O
1950,en,O,O
1951,catteylen,O,O
1952,hoe,O,O
1953,en,O,O
1954,waert,O,O
1955,gheleghe,O,O
1956,soude,O,O
1957,sijn,O,O
1958,waert,O,O
1959,binne,O,O
1960,d,O,O
1961,vryh,O,O
1962,van,O,O
1963,auden,B-LOC,B-LOC
1964,ofte,O,O
1965,der,O,O
1966,bute,O,O
1967,dat,O,O
1968,zij,O,O
1969,te,O,O
1970,gader,O,O
1971,bezeten,O,O
1972,soude,O,O
1973,hebben,O,O
1974,niet,O,O
1975,vte,O,O
1976,ghezondert,O,B-PERS
1977,sijn,O,O
1978,leue,O,O
1979,lanc,O,O
1980,alle,O,O
1981,de,O,O
1982,bladinghen,O,O
1983,en,O,O
1984,de,O,O
1985,prouffiten,O,O
1986,hem,O,O
1987,der,O,O
1988,af,O,O
1989,te,O,O
1990,hebbene,O,O
1991,en,O,O
1992,dit,O,O
1993,oec,O,O
1994,in,O,O
1995,diere,O,O
1996,condicien,O,O
1997,en,O,O
1998,manier,O,O
1999,dat,O,O
2000,de,O,O
2001,lancxt,O,O
2002,leuede,O,O
2003,van,O,O
2004,jane,B-PERS,B-PERS
2005,en,O,O
2006,marie,B-PERS,B-PERS
2007,vors,O,O
2008,niet,O,O
2009,ne,O,O
2010,sal,O,O
2011,moghen,O,O
2012,vercoepe,O,O
2013,nochte,O,O
2014,bezwaren,O,O
2015,gheene,O,O
2016,eruen,O,O
2017,toehoerende,O,O
2018,den,O,O
2019,ghene,O,O
2020,diere,O,O
2021,vore,O,O
2022,ghevare,O,O
2023,ware,O,O
2024,van,O,O
2025,he,O,O
2026,beeden,O,O
2027,vors,O,O
2028,van,O,O
2029,liue,O,O
2030,t,O,O
2031,doet,O,O
2032,nochte,O,O
2033,dat,O,O
2034,de,O,O
2035,lancxt,O,O
2036,leuede,O,O
2037,de,O,O
2038,catteyle,O,O
2039,die,O,O
2040,naer,O,O
2041,de,O,O
2042,catteyle,O,O
2043,die,O,O
2044,naer,O,O
2045,sine,O,O
2046,doet,O,O
2047,bliue,O,O
2048,zele,O,O
2049,dat,O,O
2050,hij,O,O
2051,die,O,O
2052,niemene,O,O
2053,ne,O,O
2054,sal,O,O
2055,bj,O,O
2056,ghifte,O,O
2057,moghe,O,O
2058,gheue,O,O
2059,maer,O,O
2060,de,O,O
2061,lancxt,O,O
2062,leuede,O,O
2063,van,O,O
2064,janne,B-PERS,B-PERS
2065,en,O,O
2066,marien,B-PERS,B-PERS
2067,vors,O,O
2068,mach,O,O
2069,de,O,O
2070,catteylen,O,O
2071,vcoepe,O,O
2072,en,O,O
2073,vteerre,O,O
2074,op,O,O
2075,dat,O,O
2076,hijs,O,O
2077,ghebrec,O,O
2078,ofte,O,O
2079,noet,O,O
2080,heeft,O,O
2081,en,O,O
2082,so,O,O
2083,wanneer,O,O
2084,en,O,O
2085,so,O,O
2086,varinc,O,O
2087,dat,O,O
2088,de,O,O
2089,lancxt,O,O
2090,leuede,O,O
2091,van,O,O
2092,jane,B-PERS,B-PERS
2093,en,O,O
2094,marie,B-PERS,B-PERS
2095,vors,O,O
2096,gheuare,O,O
2097,sal,O,O
2098,zijn,O,O
2099,van,O,O
2100,liue,O,O
2101,t,O,O
2102,doet,O,O
2103,dat,O,O
2104,dan,O,O
2105,alle,O,O
2106,de,O,O
2107,catteylen,O,O
2108,so,O,O
2109,wat,O,O
2110,catteylen,O,O
2111,dat,O,O
2112,zijn,O,O
2113,moghe,O,O
2114,die,O,O
2115,naer,O,O
2116,de,O,O
2117,lancxt,O,O
2118,leuede,O,O
2119,van,O,O
2120,he,O,O
2121,beeden,O,O
2122,vors,O,O
2123,bliuen,O,O
2124,selen,O,O
2125,en,O,O
2126,voert,O,O
2127,alle,O,O
2128,de,O,O
2129,herue,O,O
2130,die,O,O
2131,jan,B-PERS,B-PERS
2132,en,O,O
2133,marie,B-PERS,B-PERS
2134,vors,O,O
2135,te,O,O
2136,gader,O,O
2137,ghecocht,O,O
2138,mochte,O,O
2139,hebben,O,O
2140,dat,O,O
2141,die,O,O
2142,zele,O,O
2143,moete,O,O
2144,gaen,O,O
2145,en,O,O
2146,vsteruen,O,O
2147,deene,O,O
2148,heelt,O,O
2149,op,O,O
2150,doer,O,O
2151,van,O,O
2152,jans,B-PERS,B-PERS
2153,ziden,O,I-PERS
2154,en,O,O
2155,dander,O,O
2156,heelt,O,O
2157,op,O,O
2158,doer,O,O
2159,van,O,O
2160,marien,B-PERS,B-PERS
2161,ziden,O,I-PERS
2162,en,O,O
2163,alle,O,O
2164,de,O,O
2165,ander,O,O
2166,herue,O,O
2167,zelen,O,O
2168,moeten,O,O
2169,gaen,O,O
